ID,Plot Name,Forest,District,Location,Treated,NewPlot,DataCollectors,Date,TimeStarted,Datum,UTMN,UTME,Aspect,Slope,DominantTreeSp,CoDominateSp,TopoPosition,DeadPineDist,Photo N Name,Photo S Name,PhotoN,PhotoS,ICOdata,Notes
41,167601,Stanislaus,Groveland,Long Shanahan,Y,N,"BE, SR, JB",7/17/2017,0.5625,,,,24,38,Pinus ponderosa,Calocedrus decurrens,Mid,NA,133807,133855,X,X,X,
42,167605,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",7/19/2017,0.44791666667,,,,36,14,Calocedrus decurrens,Pinus ponderosa,Mid,NA,104822,104914,X,X,shot azimuths,
43,362014,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",7/23/2017,0.4625,,,,222,8,Pinus ponderosa,Calocedrus decurrens,Mid,15.6,110536,110614,X,X,X,
44,362015,Eldorado,Pacific,Lincoln,Y,N,"Sr, JB",7/23/2017,0.54166666667,,,,228,41,Pinus lambertiana,Pinus ponderosa,Mid,22.16,130329,130407,X,X,X,
45,362026,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",7/23/2017,0.11458333333,,,,216,4,Abies concolor,Pinus lambertiana,Mid,NA,144747,144844,X,X,X,
46,362027,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",7/23/2017,0.6875,,,,231,2,Pinus ponderosa,Calocedrus decurrens,Mid,33.97,164343,164426,X,X,X,
47,362034,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",7/24/2017,0.37152777778,,,,,0,Pinus lambertiana,Abies concolor,Upper,None within 50m,85950,90036,X,X,X,"1% slope, too flat to determine aspect"
48,1676112,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",7/18/2017,0.32638888889,,,,299,11,Pinus lambertiana,None,Mid,NA,80040,80356,X,X,X,monument labeled 167611
49,1676122,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",7/18/2017,0.42708333333,,,,25,15,Pinus lambertiana,None,Mid,NA,101120,101331,X,X,X,
50,1676132,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",7/18/2017,0.054166666667,,,,14,15,Pinus ponderosa,None,Mid,NA,131803,132019,X,X,X,
51,1676152,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",7/18/2017,0.65625,,,,76,19,Pinus ponderosa,None,Mid,NA,155146,155234,X,X,X,
52,3620022,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/23/2017,0.33333333333,,,,205,11,Pinus ponderosa,Pinus lambertiana,Mid,none within 50 m,80129,80247,X,X,X,
53,3620032,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/20/2017,0.52777777778,,,,188,11,Pinus lambertiana,ABies concolor,Mid,See Notes,124750,125751,X,X,X,"No dead pine w/in 50 m viewing distance, 14.97 to nearest dead ABCO"
54,3620042,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/21/2017,0.33333333333,,,,216,11,Pinus lambertiana,Calocedrus decurrens,Mid,none w/in 50 m,80505,80708,X,X,X,
55,3620062,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/21/2017,0.47569444444,,,,231,6,Abies concolor,Calocedrus decurrens,Mid,not within eyesight,112833,112915,X,X,X,
56,3620072,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/21/2017,0.60416666667,,,,118,12,Pinus ponderosa,Abies concolor,Mid,None within 75 meters,143025,143200,X,X,X,
57,3620252,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/22/2017,0.11111111111,,,,173,13,Abies concolor,Calocedrus decurrens,Mid,NA,144100,144155,X,X,X,
58,3620282,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/22/2017,0.41666666667,,,,203,14,Pinus ponderosa,Abies concolor,Mid,greater than 50 m,101659,101746,X,X,X,"difficulty with trimble- clump locations may not be entirely accurate for first hslf of olot, gave up on second half anD shot azimuth/measured distance"
59,3620302,Eldorado,Pacific,Lincoln,N,N,"SR, JB",7/21/2017,0.18958333333,,,,213,19,Abies concolor,Calocedrus decurrens,Mid,NA,163220,163300,X,X,X,
60,167606,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",8/14/2017,0.51388888889,,,,348,18,Pinus lambertiana,Calocedrus decurrens,Upper,NA,121818,121953,X,X,X,bull thistle on plot
61,167616,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",8/15/2017,0.46388888889,,,,9,122,Pinus ponderosa,Pinus lambertiana,Mid,NA,110503,110659,X,X,X,
62,167621,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",8/14/2017,0.080555555556,,,,37,330,Pinus lambertiana,Quercus chrysolepis,Mid,NA,135435,135604,X,X,X,
63,167625,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",,0.6875,,,,34,31,Quercus kelloggii,Calocedrus decurrens,Mid,NA,163858,163951,X,X,X,
64,167644,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",8/12/2017,0.13680555556,,,,215,20,Pinus ponderosa,None,Mid,NA,151600,151647,X,X,X,
65,1676142,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",8/14/2017,0.34375,,,,310,14,Pinus ponderosa,Quercus kelloggii,Mid,NA,80706,81108,X,X,X,
66,1676502,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",8/13/2017,0.33958333333,,,,129,18,Quercus kelloggii,None,Mid,NA,80945,81506,X,X,X,
67,1676522,Stanislaus,Groveland,Long Shanahan,N,N,"SR, JB",8/13/2017,0.40625,,,,116,28,Quercus kelloggii,Pinus lambertiana,Mid,NA,94218,94321,X,X,X,
68,1676582,Stanislaus,Groveland,Long Shanahan,N,Y,"SR, JB",8/13/2017,0.054166666667,,,,,,Pinus ponderosa,Pinus lambertiana,Mid,15,131820,131948,X,X,X,"trimble froze mid-plot, shot trees for ico"
69,109002,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",,0.39583333333,,,,124,20,Pinus ponderosa,Calocedrus decurrens,Upper,60.9,92721,92808,X,X,X,
70,109004,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/10/2017,0.12083333333,,,,29,109,Pinus ponderosa,None,Mid,40m,145306,145355,X,X,X,
71,109005,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/11/2017,0.34861111111,,,,25,126,Pinus ponderosa,Calocedrus decurrens,Mid,16m,82222,82302,X,X,X,
72,109006,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/11/2017,0.43819444444,,,,121,18,Pinus ponderosa,Calocedrus decurrens,Upper,NA,103509,103549,X,X,X,
73,109007,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/10/2017,0.13055555556,,,,136,25,Pinus ponderosa,Abies concolor,Lower,25.04,155457,155540,X,X,X,bull thistle on plot
74,109008,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/11/2017,0.64583333333,,,,121,29,Abies concolor,Calocedrus decurrens,Lower,57.42,152511,152546,X,X,X,
75,109009,Stanislaus,MiWok,South Fork,Y,N,"SR, JB",8/11/2017,0.095138888889,,,,131,22,Pinus ponderosa,Calocedrus decurrens,Mid,None w/in 50m,141620,141706,X,X,X,most of the rocks on plot were concrete
76,109010,Stanislaus,MiWok,South Fork,Y,N,"JB, SR",8/11/2017,0.52777777778,,,,98,38,Pinus ponderosa,None,Drainage,30.38,124105,124159,X,X,X,"bullthistle in plot, some of the rock was concrete"
77,155165,Sierra,Bass Lake,Foster16,N,N,"SR, JB",8/3/2017,0.3625,,,,148,25,Calocedrus decurrens,Pinus ponderosa,Mid,20m,83939,84044,X,X,Shot azimuths,
78,1090012,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/7/2017,0.072916666667,,,,312,13,Pinus lambertiana,Calocedrus decurrens,Lower,NA,134558,134651,X,X,X,monument labeled 109001C. Trimble had troubke gstting fix ICO data may not be vompletely accurate
79,1090042,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/8/2017,0.40972222222,,,,309,19,Pinus lambertiana,Calocedrus decurrens,Mid,NA,95033,95126,X,X,X,Signs of old treatment- pics attached.
80,1090082,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/9/2017,0.34375,,,,278,27,Pinus ponderosa,Abies concolor,Mid,17,80449,80534,X,X,X,
81,1090092,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/8/2017,0.53125,,,,23,323,Calocedrus decurrens,Abies concolor,Drainage,17m,124506,124721,X,X,X,in drainage
82,1090122,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/9/2017,0.17638888889,,,,217,113,Calocedrus decurrens,None,Upper,NA,161222,161305,X,X,X,logging road seen in btwn this olot and 109132
83,1090132,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/9/2017,0.59027777778,,,,27,152,Calocedrus decurrens,None,Mid,NA,140908,140956,X,X,X,charred stump just outside of plot
84,1090142,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/9/2017,0.45138888889,,,,178,30,Pinus ponderosa,None,Mid,20m,105222,105510,X,X,X,newish looking stump in plot; javad started at 7:45 on8/11
85,1090152,Stanislaus,MiWok,South Fork,N,N,"SR, JB",8/10/2018,0.44791666667,,,,122,41,Calocedrus decurrens,None,Drainage,NA,104857,105001,X,X,X,trimble became possessed halfway through plot so had to shoot trees like witness trees for ICO
86,167603,Stanislaus,Groveland,Long Shanahan,Y,N,"SR, JB",7/19/2017,0.36527777778,,,,352,22,Quercus kelloggii,None,Mid,NA,84657,84753,X,X,shot azimuths,did ICO using witness tree method (shoot distance and azimuth from tree) due to Trimbke malfunction
87,1760101,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/26/2017,0.34513888889,,,,203,33,Pinus ponderosa,Quercus chrysolepis,Mid,NA,81421,81524,X,X,X,
88,1760106,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/26/2017,0.40625,,,,216,27,Quercus chrysolepis,Quercus kelloggii,Mid,NA,94705,94810,X,X,X,
89,1760116,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/26/2017,42973,,,,144,40,Pinus ponderosa,Quercus kelloggii,Mid,NA,120254,120520,X,X,X,
90,1760118,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/26/2017,0.58333333333,,,,235,10,Pinus ponderosa,Calocedrus decurrens,Upper,70.1,135949,140052,X,X,SHOT azimuths,trimble in the fritz so shot trees like azimuth trees for ICO
91,1760606,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/27/2017,0.5625,,,,122,20,Pinus ponderosa,Calocedrus decurrens,Upper,99.11,133654,133736,X,X,X,
92,1760611,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/27/2017,0.52013888889,,,,81,22,Pinus ponderosa,Calocedrus decurrens,Mid,18m,122646,122726,X,X,X,
93,1760613,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/27/2017,0.44791666667,,,,120,14,Calocedrus decurrens,Pinus ponderosa,Upper,NA,105415,105449,X,X,X,
94,1760622,Stanislaus,Calaveras,Omanuel Multiprod,Y,N,"SR, JB",8/27/2017,0.12430555556,,,,178,14,Calocedrus decurrens,Quercus kelloggii,Mid,NA,145710,145752,X,X,shot azimuths,
95,17601032,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/25/2017,0.56597222222,,,,49,27,Calocedrus decurrens,Abies concolor,Mid,NA,133426,133528,X,X,X,plot center 13 m off trail
96,17601072,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/25/2017,0.37638888889,,,,308,25,Quercus chrysolepis,Pinus ponderosa,Mid,not within eyesight,90124,90245,X,X,X,"began to shoot trees like azimuth trees for ICO at clump 23 bc trimble struggling to get fix. no witness trees, established our own."
97,17601092,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/24/2017,0.53125,,,,311,60,Pinus ponderosa,Calocedrus decurrens,Mid,none within sight,124510,124742,X,,X,had to shot half the trees for ico. Could not find south picture.
98,17601112,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/23/2017,0.50694444444,,,,34,314,Pinus ponderosa,None,Mid,NA,121746,121840,X,X,,
99,17601132,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/24/2017,0.63541666667,,,,285,47,Pinus ponderosa,Quercus chrysolepis,Mid,NA,150517,151007,X,X,,
100,17601142,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/23/2017,0.60416666667,,,,109,40,Pinus ponderosa,Quercus chrysolepis,Mid,approx 80 m,144445,144544,X,X,X,signs of charring on plot- see photos
101,17606082,Stanislaus,Calaveras,Omanuel Multiprod controls,N,N,"SR, JB",8/22/2017,0.60416666667,,,,179,33,Quercus kelloggii,Calocedrus decurrens,Mid,approx. 70 m,141821,142030,X,X,X,
102,17606102,Stanislaus,Calaveras,Omanuel Multiprod,N,Y,"SR, JB",8/27/2017,0.35138888889,,,,155,28,Quercus kelloggii,Calocedrus decurrens,Mid,30m,85502,85700,X,X,,"re-established plot with new stake and witness trees, shot some trees for ico, recent stump just off plot (looks like firewood cutting?) and skid trail jusr below plot/at end of east transect"
103,155157,Sierra,Bass Lake,Foster16,Y,N,"SR, JB",9/25/2017,0.34722222222,,,,206,0.2,Pinus ponderosa,None,Mid,NA,81754,81837,X,X,X,"stake tag labeled 155156, but GPS points to 155157"
104,155158,Sierra,Bass Lake,Foster16,Y,N,"SR, JB",9/25/2017,0.41388888889,,,,189,50,Pinus ponderosa,Quercus kelloggii,Mid,NA,95755,95906,X,X,X,
105,155166,Sierra,Bass Lake,Foster16,N,N,"SR, JB",8/3/2017,0.48958333333,,,,184,22,Calocedrus decurrens,Pinus ponderosa,Mid,approx. 30 m,114104,114209,X,X,X,
106,155167,Sierra,Bass Lake,Foster16,N,N,"SR, JB",9/24/2017,0.52916666667,,,,190,28,Pinus ponderosa,Calocedrus decurrens,Mid,NA,123720,123808,X,X,X,
107,245000,Yosemite NP,Yosemite NP,StudHorse N,Y,N,"SR, JB",10/2/2017,0.4375,,,,233,18,Pinus ponderosa,Calocedrus decurrens,Mid,NA,102937,103020,X,X,X,
108,249000,Yosemite NP,Yosemite NP,StudHorse N,Y,N,"SR, JB",10/2/2017,0.55555555556,,,,355,25,Pinus ponderosa,None,Mid,NA,131910,132048,X,X,X,
109,362002,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",9/23/2017,0.60416666667,,,,55,5,Pinus ponderosa,Calocedrus decurrens,Upper,none within 100 m,142946,143025,X,X,on Becky's Trimble,very few signs of treatment (1 stump)
110,362012,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",9/23/2017,0.43055555556,,,,71,13,Abies concolor,Pinus ponderosa,Mid,approx 150 m,101948,102051,X,X,on Becky's Trimble,
111,362035,Eldorado,Pacific,Lincoln,Y,N,"SR, JB",9/23/2017,0.53055555556,,,,216,4,Pinus ponderosa,Calocedrus decurrens,Upper,NA,124140,124249,X,X,on Becky's Trimble,
112,402000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/21/2017,0.61111111111,,,,21,178,Pinus ponderosa,Pinus lambertiana,Mid,40,143830,143922,X,X,on Becky's Trimble?,
113,404000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/21/2017,0.66666666667,,,,195,25,Pinus ponderosa,Quercus kelloggii,Mid,NA,155423,155537,X,X,on Becky's Trimble?,
114,410000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/22/2017,0.39305555556,,,,22,210,Pinus ponderosa,Quercus kelloggii,Mid,approx 30m,92142,92221,X,X,on Becky's Trimble?,
115,411000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/22/2017,0.43055555556,,,,120,23,Pinus ponderosa,Quercus kelloggii,Upper,18.85,101517,101551,X,X,on Becky's Trimble?,
116,414000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/21/2017,0.52083333333,,,,18,18,Quercus kelloggii,Calocedrus decurrens,Mid,NA,122805,122853,X,X,on Becky's Trimble?,
117,432000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/22/2017,0.63541666667,,,,345,19,Pinus ponderosa,Calocedrus decurrens,Mid,44.96,154619,154659,X,X,on Becky's Trimble?,
118,435000,BLM,NA,Lily gap phase 1,Y,N,"SR, JB",9/22/2017,0.58333333333,,,,273,12,Calocedrus decurrens,Pseudotsuga menziesii,Mid,approx 200 m,140350,140433,X,X,on Becky's Trimble?,
119,439000,BLM,NA,Lily gap phase 1,N,N,"SR, JB",9/22/2017,0.11111111111,,,,218,13,Pinus ponderosa,Calocedrus decurrens,Mid,34.84,130553,130657,X,X,on Becky's Trimble?,
120,561000,BLM,NA,Lily gap phase 2,N,N,"SR, JB",9/20/2017,0.48263888889,,,,196,14,Pinus ponderosa,Calocedrus decurrens,Mid,NA,113322,113404,X,X,X,
121,562000,BLM,NA,Lily gap phase 2,N,Y,"SR, JB",9/20/2017,0.63541666667,,,,169,21,Pinus ponderosa,Pinus lambertiana,Mid,20.38,151538,151813,X,X,on Becky's Trimble?,
122,564000,BLM,NA,Lily gap phase 2,N,N,"SR, JB",9/20/2017,0.32638888889,,,,306,30,Pinus ponderosa,Calocedrus decurrens,Mid,16.84,75510,75554,X,X,X,
123,570000,BLM,NA,Lily gap phase 2,N,N,"SR, JB",9/21/2017,0.38194444444,,,,22,278,Pinus ponderosa,None,Mid,NA,91817,91858,X,X,on Becky's Trimble?,
124,632000,BLM,NA,Bummerville,N,N,"SR, JB",9/19/2017,0.6125,,,,209,14,Quercus kelloggii,Pseudotsuga menziesii,Mid,NA,143828,143938,X,X,on Becky's Trimble?,
125,634000,BLM,NA,Bummerville,N,N,"SR, JB",9/18/2017,0.70486111111,,,,21,11,Calocedrus decurrens,None,Mid,NA,170652,170741,X,X,X,
126,636000,BLM,NA,Bummerville,N,N,"SR, JB",9/18/2017,0.16666666667,,,,287,38,Pinus ponderosa,None,Mid,40.59,155633,155720,X,X,X,
127,637000,BLM,NA,Bummerville,N,N,"SR, JB",9/18/2017,0.66180555556,,,,163,26,Pinus ponderosa,None,Mid,approx. 30,150527,150642,X,X,X,
128,155151,Sierra,Bass Lake,Foster16,Y,N,"AB,TP",8/15/2017,0.36805555556,11n,4126289,288111,218,25,Abies concolor,Pinus lambertiana,Mid,14.3,130-0146,130-0147,,,Shot azimuths,2 large downed CADE logs in plot that do not cross fuels transacts. W fuels transect in a large white thorn bush. Trimble wouldn't turn on so GPS points are Garmin and ICO is stemmapped
129,155152,Sierra,Bass Lake,Foster16,Y,N,"AB,TP",8/15/2017,0.51041666667,11n,4126350,288099,169,23,Abies concolor,Pinus lambertiana,Mid,15.2,130-0149,130-0150,,,Shot azimuths,South transect ends in large PILA moving North facing photo up along the transect 2m along with 2m of fuel and first litter measurements inaccessible.
130,155153,Sierra,Bass Lake,Foster16,Y,N,"AB,TP",8/16/2017,0.33333333333,11n,4126395,288104,234,27,Abies concolor,Pinus lambertiana,Mid,N/A,130-0152,130-0153,,,Shot azimuths,
